StudentID,cohort,cohort term,Marital Status,Adjusted Gross Income,Parent Adjusted Gross Income,Father's Highest Grade Level,Mother's Highest Grade Level,Housing,2012 Loan,2012 Scholarship,2012 Work/Study,2012 Grant,2013 Loan,2013 Scholarship,2013 Work/Study,2013 Grant,2014 Loan,2014 Scholarship,2014 Work/Study,2014 Grant,2015 Loan,2015 Scholarship,2015 Work/Study,2015 Grant,2016 Loan,2016 Scholarship,2016 Work/Study,2016 Grant,2017 Loan,2017 Scholarship,2017 Work/Study,2017 Grant
319419,2013-14,1,Single,0,19232,High School,High School,On Campus Housing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13151,NA,NA,NA,13266,NA,NA,NA,13405,NA,NA,NA,11005
317789,2013-14,1,Single,1140,30064,NA,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9385,2500,NA,NA,9292,13500,NA,NA,1866,7500,NA,NA,4679
318050,2013-14,1,Single,0,24605,Middle School,Middle School,On Campus Housing,NA,NA,NA,NA,NA,NA,NA,NA,3500,NA,NA,12001,NA,NA,NA,12116,NA,NA,NA,NA,NA,NA,NA,NA
324346,2013-14,1,Single,0,56231,High School,High School,On Campus Housing,NA,NA,NA,NA,NA,NA,NA,NA,12000,3000,2000,3911,12000,3000,2000,5516,17000,3000,1800,4089,27000,3000,1000,NA
322991,2013-14,1,Single,0,169189,Middle School,College,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324384,2013-14,1,Single,0,63378,High School,High School,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,5500,NA,NA,NA,6500,NA,NA,NA,7500,NA,NA,NA,3750,NA,NA,NA
303984,2013-14,1,Single,11098,0,Middle School,Middle School,On Campus Housing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317638,2013-14,1,Single,0,35263,College,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12333,NA,NA,NA,11594,NA,NA,NA,5775,NA,NA,NA,12073
322519,2013-14,1,Single,0,23632,Unknown,Unknown,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12001,NA,NA,NA,12116,NA,NA,NA,12255,NA,956,NA,12423
319754,2013-14,1,Single,6935,10438,High School,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12001,NA,NA,NA,2490,NA,NA,NA,NA,NA,NA,NA,NA
320492,2013-14,1,Single,9505,0,College,College,Off Campus,NA,NA,NA,NA,12500,NA,NA,NA,12500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295316,2013-14,1,Single,20089,112074,High School,High School,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,2751,NA,NA,NA,3750,NA,NA,855,NA,NA,NA,NA,NA,NA,NA,NA
324707,2013-14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323944,2013-14,1,Single,13082,0,College,College,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,7500,NA,NA,7211,1077,NA,NA,1940,NA,NA,NA,NA,NA,NA,NA,NA
321707,2013-14,1,Married,61359,0,Middle School,Middle School,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,12500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301113,2013-14,1,Single,3842,32837,Unknown,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,5500,NA,NA,10533,NA,NA,NA,2840,NA,NA,NA,NA,NA,NA,NA,NA
323932,2013-14,1,Single,5939,24030,College,Middle School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322725,2013-14,1,Single,984,131839,High School,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323102,2013-14,1,Single,1530,14846,High School,Middle School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319746,2013-14,1,Single,0,97096,High School,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,13100,NA,NA,NA,13500,NA,NA,NA,14000,NA,NA,NA,14000,NA,NA,NA
319293,2013-14,1,Single,0,0,High School,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4348.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317945,2013-14,1,Single,0,40175,High School,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13151,NA,NA,NA,13266,NA,NA,NA,12255,5500,NA,NA,10791
317627,2013-14,1,Single,0,40945,Middle School,College,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,1725,1000,1000,8585,3500,1500,1585,8592,4500,1000,2000,9207,7141,1000,NA,4479
317158,2013-14,1,Single,11898,0,High School,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,2751,NA,NA,3123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318248,2013-14,1,Single,0,40680,Unknown,Unknown,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11683,NA,NA,NA,6466,NA,NA,NA,14005,NA,NA,NA,8655
319212,2013-14,1,Single,0,21357,High School,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,12001,NA,2000,NA,12116,NA,2000,NA,12255,NA,2000,NA,12423
323684,2013-14,1,Single,0,19967,Unknown,Unknown,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8773,NA,NA,NA,12066,NA,NA,NA,12205,NA,NA,NA,6513
319887,2013-14,1,Single,0,67337,High School,Unknown,On Campus Housing,NA,NA,NA,NA,NA,NA,NA,NA,13470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318817,2013-14,1,Single,0,74700,High School,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3211,NA,NA,NA,NA,NA,NA,NA,1995,NA,NA,NA,NA
317418,2013-14,1,Single,2240,16099,High School,High School,On Campus Housing,NA,NA,NA,NA,NA,NA,NA,NA,10400,NA,1600,14001,12000,NA,900,13516,9000,NA,NA,13655,21347,NA,2000,14423
317852,2013-14,1,Single,0,27416,College,NA,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12001,NA,NA,NA,12116,NA,NA,NA,2888,NA,NA,NA,NA
315909,2013-14,1,Single,9550,0,High School,High School,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,3500,NA,NA,12001,3500,NA,NA,10234,3190,NA,NA,4869,NA,NA,NA,NA
319216,2013-14,1,Single,0,39470,High School,High School,On Campus Housing,NA,NA,NA,NA,NA,NA,NA,NA,9500,5000,NA,9385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320652,2013-14,1,Single,8945,0,Unknown,College,Off Campus,NA,NA,NA,NA,12500,NA,NA,NA,27500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320501,2013-14,1,Single,14839,0,College,College,With Parent,NA,NA,NA,NA,7500,NA,NA,NA,7500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317436,2013-14,1,Single,10579,13160,Middle School,Middle School,On Campus Housing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11133,NA,NA,NA,12116,NA,NA,NA,12255,3000,NA,NA,9119
323424,2013-14,1,Single,3771,76140,College,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,9500,1500,NA,2927,10500,539.03,NA,2680,7500,2500,NA,4289,NA,NA,NA,NA
321186,2013-14,1,Single,0,44174,Unknown,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319388,2013-14,1,Single,0,0,Unknown,Middle School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12001,NA,NA,NA,10234,NA,NA,NA,NA,NA,NA,NA,NA
318016,2013-14,1,Single,0,34022,College,Unknown,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,NA,1095,NA,5000,NA,5480,NA,5000,NA,NA,NA,4585.5,NA,4257
318737,2013-14,1,Single,0,36647,Unknown,College,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10933,NA,NA,NA,10144,NA,NA,NA,5386,NA,NA,NA,9641
317864,2013-14,1,Single,0,131775,High School,NA,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319389,2013-14,1,Single,0,68614,Unknown,Unknown,On Campus Housing,NA,NA,NA,NA,NA,NA,NA,NA,11000,NA,NA,8085,4500,NA,NA,1240,NA,NA,NA,NA,NA,NA,NA,NA
318457,2013-14,1,Single,4463,18800,College,College,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13151,NA,NA,3600,13266,NA,NA,2100,13405,5093,NA,NA,13573
320799,2013-14,1,Single,0,25321,High School,High School,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12001,NA,NA,NA,12116,NA,NA,NA,12255,5835,NA,NA,5787
311880,2013-14,1,Separated,22591,0,High School,College,Off Campus,NA,NA,NA,NA,12500,NA,NA,NA,21430,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306228,2013-14,1,Single,3395,17834,College,College,On Campus Housing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,2673.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322840,2013-14,1,Single,2848,0,Middle School,Unknown,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12001,NA,NA,NA,9634,NA,NA,NA,NA,NA,NA,NA,NA
314658,2013-14,1,Single,4202,0,Unknown,College,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,7500,NA,NA,12001,7500,NA,NA,7491,NA,NA,NA,NA,NA,NA,NA,NA
324916,2013-14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249150,2013-14,1,Single,21943,0,Unknown,High School,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,9500,NA,NA,5645,7500,NA,NA,7348,8500,NA,NA,8339,11971,NA,NA,1165
324971,2013-14,1,Single,20070,0,College,College,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,7500,NA,NA,4940,NA,NA,NA,NA,2750,NA,NA,2166,NA,NA,NA,NA
321382,2013-14,1,Single,22522,0,High School,College,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,17100,NA,NA,NA,24000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323504,2013-14,1,Single,0,0,High School,High School,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1411.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322205,2013-14,1,Single,6446,148235,High School,College,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,3500,NA,NA,NA,7500,NA,NA,5730,8500,NA,NA,11421,3743,NA,2000,6415
313999,2013-14,1,Single,11459,0,Middle School,Middle School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,3500,NA,NA,4234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321593,2013-14,1,Single,6091,13965,Middle School,College,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,3500,NA,NA,4234,3500,NA,NA,4298,4441,NA,NA,5053,6343,NA,NA,5815
299586,2013-14,1,Single,4401,0,Middle School,Unknown,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,1750,NA,NA,2117,NA,NA,NA,NA,NA,NA,NA,NA,5050,NA,NA,12423
295691,2013-14,1,Single,9639,28719,High School,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,5500,NA,NA,5715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322844,2013-14,1,Single,0,84669,Middle School,College,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,9500,NA,NA,1832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322944,2013-14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7500,NA,NA,NA
321965,2013-14,1,Single,0,54120,High School,Middle School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,3500,NA,NA,NA,1750,NA,NA,2858,NA,NA,NA,NA,NA,NA,NA,NA
309759,2013-14,1,Single,5017,57110,High School,College,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,3500,NA,NA,6681,4500,NA,NA,8792,5500,NA,NA,NA,7500,NA,NA,NA
321053,2013-14,1,Single,0,0,High School,High School,On Campus Housing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318082,2013-14,1,Single,0,100098,College,College,On Campus Housing,NA,NA,NA,NA,NA,NA,NA,NA,5500,NA,NA,NA,10910,NA,NA,NA,11263,NA,NA,NA,12965,NA,NA,NA
319800,2013-14,1,Single,0,52067,High School,Unknown,On Campus Housing,NA,NA,NA,NA,NA,NA,NA,NA,9500,2000,2000,8385,10500,2000,NA,7084,10500,NA,2000,7587,22195,NA,1500,7505
322689,2013-14,1,Single,3106,56463,High School,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318245,2013-14,1,Single,0,15288,Unknown,Unknown,On Campus Housing,NA,NA,NA,NA,NA,NA,NA,NA,8000,NA,NA,13401,9500,NA,2000,14116,15557,NA,NA,12821,15177,NA,NA,13823
321799,2013-14,1,Single,0,0,High School,Unknown,On Campus Housing,NA,NA,NA,NA,NA,NA,NA,NA,7500,NA,NA,11783,7500,NA,NA,11294,NA,NA,NA,NA,NA,NA,NA,NA
317901,2013-14,1,Single,0,7900,High School,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3549,NA,NA,NA,NA
317139,2013-14,1,Single,0,0,Unknown,High School,On Campus Housing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,13151,NA,NA,2000,13866,NA,NA,2000,14005,7397,NA,NA,9269
318205,2013-14,1,Single,0,0,Unknown,Unknown,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,3500,NA,NA,11183,7500,NA,NA,5730,8500,NA,NA,11421,NA,NA,NA,NA
321951,2013-14,1,Single,0,0,College,College,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,3500,NA,NA,8823,3500,NA,NA,12116,4500,NA,NA,10557,NA,NA,NA,12423
318888,2013-14,1,Single,0,99050,Middle School,Middle School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,10653.3,NA,NA,NA,10853,NA,NA,NA,NA,NA,NA,7500,NA,NA,NA
316299,2013-14,1,Single,0,15421,High School,Middle School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,4750,NA,NA,12001,1393,NA,NA,12116,6500,NA,NA,5775,6229,NA,NA,5815
314542,2013-14,1,Single,0,64142,High School,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,16298.3,NA,NA,4349,5730,2000,NA,NA,NA,NA,NA,4500,5815,NA,5815
322729,2013-14,1,Single,0,167001,High School,High School,On Campus Housing,NA,NA,NA,NA,NA,NA,NA,NA,NA,10653.3,NA,NA,NA,10878,NA,NA,NA,11178.6,NA,NA,NA,11430.1,NA,NA
320088,2013-14,1,Single,0,140431,College,College,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,10745,NA,NA,NA,11003,NA,NA,NA,11479,NA,NA,NA,11432,NA,NA,NA
322251,2013-14,1,Single,855,199637,College,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,5500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316771,2013-14,1,Single,6181,27502,High School,Middle School,On Campus Housing,NA,NA,NA,NA,NA,NA,NA,NA,17735,NA,NA,8281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320838,2013-14,1,Single,45060,45046,High School,College,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319588,2013-14,1,Single,0,39522,College,College,On Campus Housing,NA,NA,NA,NA,NA,NA,NA,NA,1750,NA,NA,1798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319753,2013-14,1,Single,0,36983,High School,High School,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,9500,NA,NA,NA,9000,NA,NA,2680,13000,NA,NA,NA,7500,NA,NA,8605
322708,2013-14,1,Single,0,24962,High School,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320867,2013-14,1,Single,0,18280,Unknown,College,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,12602.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320410,2013-14,1,Single,0,25290,High School,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,3500,NA,NA,5595,6500,NA,NA,980,6500,NA,NA,3925,7500,NA,NA,5815
319913,2013-14,1,Single,0,24290,College,College,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12001,NA,NA,NA,12116,NA,NA,NA,12255,3200,NA,NA,2908
324833,2013-14,1,Single,0,16730,High School,High School,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316102,2013-14,1,Single,4555,0,Middle School,Middle School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12601,NA,NA,NA,12716,3695,NA,NA,7572,3750,NA,NA,5346
324098,2013-14,1,Single,0,7891,College,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2823,NA,NA,NA,6080,NA,NA,NA,12205,NA,NA,NA,10691
322435,2013-14,1,Single,0,9387,Middle School,Middle School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4234,NA,NA,NA,12116,NA,NA,NA,6375,NA,NA,NA,12423
324093,2013-14,1,Single,3281,13750,High School,High School,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12001,NA,NA,NA,6058,4500,NA,NA,5279,NA,NA,NA,12423
317829,2013-14,1,Single,30414,0,Middle School,Middle School,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,9500,NA,NA,5645,5250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319420,2013-14,1,Single,0,74112,Middle School,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,11653.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323915,2013-14,1,Single,3078,40948,College,College,On Campus Housing,NA,NA,NA,NA,NA,NA,NA,NA,12000,NA,NA,7181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324021,2013-14,1,Single,20719,0,High School,High School,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,7500,NA,NA,7990,9500,NA,NA,10442,8500,NA,NA,8339,6250,NA,NA,2071
321759,2013-14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315805,2013-14,1,Single,0,0,High School,College,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12085,NA,NA,NA,6933,NA,NA,NA,NA,NA,NA,NA,NA
314006,2013-14,1,Single,0,98158,High School,College,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319703,2013-14,1,Single,1306,20523,College,College,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321354,2013-14,1,Single,0,0,High School,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,3500,NA,NA,12001,3500,NA,NA,12116,6360,NA,NA,12255,3122,NA,NA,6212
319972,2013-14,1,Single,0,132329,High School,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310271,2013-14,1,Single,0,62715,College,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,3500,NA,NA,NA,6500,NA,NA,NA,7500,NA,NA,NA,9000,NA,NA,NA
321993,2013-14,1,Single,0,53519,Unknown,College,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,3500,NA,NA,5753,5500,NA,NA,7184,6500,NA,NA,7509,7500,NA,NA,7113
319146,2013-14,1,Single,0,37071,High School,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10015,NA,NA,NA,9408,NA,NA,NA,6775,NA,NA,NA,2915
316748,2013-14,1,Single,7023,19202,High School,High School,On Campus Housing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12333,NA,NA,NA,13866,NA,NA,NA,13405,NA,NA,NA,13573
322030,2013-14,1,Single,0,2361,High School,High School,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323283,2013-14,1,Single,0,25511,Middle School,High School,On Campus Housing,NA,NA,NA,NA,NA,NA,NA,NA,9500,NA,NA,12001,10500,NA,NA,5730,11000,NA,NA,12405,11500,NA,NA,12423
316099,2013-14,1,Single,0,0,Middle School,High School,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12601,NA,NA,NA,11294,3500,NA,NA,11157,3400,NA,NA,9029
318799,2013-14,1,Single,2261,254194,College,College,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,10653.3,NA,NA,NA,10853,NA,NA,NA,11178.6,NA,NA,NA,3000,NA,10441
319001,2013-14,1,Single,0,35909,Middle School,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2000,12501,NA,2000,NA,12716,NA,2000,NA,12255,NA,NA,NA,NA
317811,2013-14,1,Single,0,66113,College,High School,On Campus Housing,NA,NA,NA,NA,NA,NA,NA,NA,12000,2000,NA,3711,16400,NA,NA,5616,21500,2000,NA,3091,22500,2000,NA,NA
316868,2013-14,1,Single,0,58201,High School,High School,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,3500,2000,NA,1832,NA,2000,NA,4708,4500,NA,NA,NA,7500,NA,NA,NA
320632,2013-14,1,Single,0,34036,College,College,On Campus Housing,NA,NA,NA,NA,NA,NA,NA,NA,NA,10653,NA,1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318114,2013-14,1,Single,0,34440,High School,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,5645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319003,2013-14,1,Single,0,0,College,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,NA,8823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324625,2013-14,1,Single,0,0,High School,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12001,NA,NA,NA,12116,NA,NA,NA,12255,NA,NA,NA,13023
320907,2013-14,1,Single,0,6505,Unknown,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12001,3500,NA,NA,12116,4500,NA,NA,1444,6229,NA,NA,12423
317083,2013-14,1,Single,0,25129,Unknown,Middle School,On Campus Housing,NA,NA,NA,NA,NA,NA,NA,NA,4000,NA,2000,13276,3500,NA,NA,6880,NA,NA,NA,NA,NA,NA,NA,NA
316113,2013-14,1,Single,0,21435,Middle School,Middle School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13151,3500,NA,NA,13266,3500,NA,NA,13355,6193,NA,NA,12473
323914,2013-14,1,Single,14366,0,High School,High School,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,7500,NA,NA,4234,7500,NA,NA,8207,7500,NA,NA,12255,10500,NA,NA,12423
320415,2013-14,1,Single,10428,0,College,College,Off Campus,NA,NA,NA,NA,12500,NA,NA,NA,12500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321387,2013-14,1,Single,7461,37696,High School,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,39980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318321,2013-14,1,Married,0,0,Unknown,High School,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,7500,NA,3000,11783,8500,NA,2003,8484,10500,NA,NA,12255,12500,NA,NA,5815
319532,2013-14,1,Single,0,35199,High School,College,On Campus Housing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13101,3140,NA,NA,13866,4500,NA,NA,11667,4000,NA,1093,13573
322265,2013-14,1,Single,0,20241,High School,College,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,1750,NA,NA,8418,711,NA,NA,12116,3500,NA,NA,12555,NA,NA,NA,13023
319404,2013-14,1,Single,3425,136422,High School,College,On Campus Housing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319189,2013-14,1,Single,5089,0,Unknown,Unknown,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,NA,12001,NA,3000,NA,12716,NA,3000,NA,10337,NA,3000,NA,9163
316347,2013-14,1,Single,0,20662,College,College,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,NA,11183,NA,3000,NA,12116,NA,3000,NA,12255,NA,3000,NA,11523
315169,2013-14,1,Single,0,57469,High School,College,On Campus Housing,NA,NA,NA,NA,NA,NA,NA,NA,3500,10653.3,NA,2727,6500,10853,NA,NA,7500,4090.6,NA,7087,7500,11650.1,NA,3879
324661,2013-14,1,Single,1818,13596,Unknown,Middle School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,1750,NA,NA,12001,3500,NA,NA,12116,NA,NA,NA,NA,NA,NA,NA,NA
322596,2013-14,1,Single,0,8451,High School,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12001,2157,NA,NA,12116,NA,NA,NA,12255,NA,NA,NA,10222.44
322527,2013-14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
